univ_id,univ_name,major_name,year,priority,real_apply,score,지원 결과,최초합격 커트라인,최종 커트라인,이월 전 정원,수시 이월 정원,실제 지원자 수,추가 합격자 수
2,연세대학교,간호학과(인문),2018,0.0,False,725.8275,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,741.2182752,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,748.8516667,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,True,738.663041,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,2.0,True,742.6105502,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,698.4225,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,739.7932408,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,747.5654112000003,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,742.6514994,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,723.6675,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,748.9494963999997,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,569.2375,불합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,743.49,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,744.28947,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,735.8457316,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,747.7701576000003,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,752.48,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,740.8743013,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,739.3673683999997,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,730.9727691,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,743.2411688999997,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,739.7031524,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,723.9975,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,1.0,True,742.397614,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,1.0,True,741.3766122999997,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,736.4191667,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,1.0,True,742.6433096,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,2.0,True,740.505758,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,738.8432177999997,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,743.8308383,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,743.6916107999997,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,742.4385632999997,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,2.0,True,743.8144586,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,743.3640167000003,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,743.8881672,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,737.5983600999997,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,741.9389822,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,True,735.7065041000003,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,1.0,True,742.5368415,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,741.6605272,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,745.8183333,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,690.36,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,690.36,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,2.0,True,742.6105502,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,743.49,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,712.48,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,741.8816532999997,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,2.0,True,745.6066667,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,744.9528481000001,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,740.7866667000003,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,735.8457316,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,True,735.7065041000003,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,748.7447501,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,2.0,True,744.8709496,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
2,연세대학교,간호학과(인문),2018,0.0,False,731.0983468,최초합격,644.93,644.93,13.0,0.0,57.0,0.0
